id,Category,_Term,Description
307,Lexicon,FRIEND OF THREE,A person not in F3 who supports F3’s Mission (whether they know it or not). Abbr: FO3.
308,Lexicon,FRIENDLY NEW GUY,A man Posting to his first Workout. Abbr: FNG.
309,Lexicon,FTL,Short for Freed To Lead.
310,Lexicon,FULL STARSKY,"An advanced form of the Starsky. The act of Fartsacking the Workout, yet still Posting for Coffeeteria in full workout attire, giving the impression to non-F3ers that you actually worked out with the group."
311,Lexicon,FUPA,"The thickest area of a man’s torso between his waistline and his chest. Also, it can mean “Fat Upper Pubic Area” or the fat of the lower abdomen."
312,Lexicon,G-SCHOOL,A Leadership training session designed to Accelerate Growth.
313,Lexicon,G2,Information.
314,Lexicon,G3L,"The four quadrants of Preparedness: Get Right, Live Right, Lead Right and Leave Right."
315,Lexicon,GAUNTLET,A challenge thrown down by a Region to F3Nation.
316,Lexicon,GBA,Short for God Bless America.
317,Lexicon,GEAR,"Distinctive F3 Workout apparel and equipment, available exclusively at the F3 Gear Store."
318,Lexicon,GET RIGHT,The pursuit of proper personal alignment. (Q1).
319,Lexicon,GIA,Short for Give It Away.
320,Lexicon,GINGER,A red-haired PAX.
321,Lexicon,GINGER KING,A particularly Zealous red-haired PAX.
322,Lexicon,GIVE IT AWAY,The Q’s habit of spreading F3. Abbr: GIA.
323,Lexicon,GLOBAL WARMING,The theory that global temperatures are increasing due to industrialization.
324,Lexicon,GLOOM,The murky pre-dawn in which the PAX gather around the Shovel Flag in preparation for a Workout.
325,Lexicon,GLOOM HORN,"A PAX’s hind parts (his six), from which the emission of noxious fumes may result in a scattering of any or all PAX within the Blast Radius. (i.e. The Memphis PAX sounded his Gloom Horn and everyone ran away)"
326,Lexicon,Gloom Misery Index (GMI),"A measure of the awesomeness of a cold weather workout. The GMI is the sum of the number of PAX and the degrees below freezing (Fahrenheit). For example, if 21 guys show up and the temperature is 2, the GMI is 23. Only beatdowns in which the temperature is 32 F or colder are eligible."
327,Lexicon,GO COUGS,An expression of support for an idea or Pax. Particularly if said idea or Pax originates anywhere in the State of Washington. (West of the Shastas)
328,Lexicon,GOADING,The stimulation of a desired action or reaction in another.
329,Lexicon,GOD BLESS AMERICA,Self-explanatory. Abbr: GBA.
330,Lexicon,GOLUM,A Sad Clown who trails behind a Workout (often with a dog as a prop) seeking the SecondF without subjecting himself to the FirstF.
331,Lexicon,GONADS,Acronym for the Gathering Of North American Distance Sprinters. A shadowy running group loosely affiliated with F3. It may (or may not) still exist.
332,Lexicon,GOO,The cultural philosophy of universal Happiness.
333,Lexicon,GOO NATION,Those for whom Goo is a legitimate Organizational Purpose.
334,Lexicon,GOOIST,A practitioner of Goo.
335,Lexicon,GOVERNANCE,"The person or people who (by formal election, appointment or fiat) control the managing apparatus of an Organization or Community."
336,Lexicon,GOVERNOR,"Like the speed governor on a golf cart or school bus, a PAX who won't allow the workout to progress to the next step too quickly.  He starts a 10-count whenever he thinks it's needed, interrupting the Q's attempt to move on to the next exercise too quickly, possibly forgetting the 6 needs a brief breather.  Dedicated to Green Thumb, Raleigh-NE Wake's self-appointed Governor."
337,Lexicon,GQ,A successful and challenging workout developed by the Q. AKA as 'Great Q'.
338,Lexicon,GRACE,All the things a man should be.
339,Lexicon,GRACELAND,The act of stopping at one’s house — or perhaps a port-a-potty — during a workout to take an Elvis.
340,Lexicon,GRINDER,"A periodic, Purposeful and Proximate meeting between the Members of a Group to Accelerate Effectiveness."
341,Lexicon,GROUNDHOGGING,"The act of waking up in time for a workout, checking the weather, and then deciding to get back in the fartsack."
342,Lexicon,GROUP,A voluntary combination of two or more people. (F3).
343,Lexicon,GROW,Aiding the transformation of Nomads into Regions and assisting Regions in Planting Nomads. The third Task of F3’s Mission.
344,Lexicon,GROW RUCK,The combination of a G-School with a GORUCK IOT Accelerate the Leadership Development Process in a Nomad or Region.
345,Lexicon,GUARDRAILS,Foundational precepts that protect and Incentivize Acceleration to Advantage.
346,Lexicon,GUEST-Q,An appearance by a Q from a distant AO at the invitation of the SiteQ.
347,Lexicon,GUTHRIDGE,"A technically competent Q who replaces a charismatic Q. More generally, a short-term Leadership fix."
348,Lexicon,Ha-Ha's Girlfriend,A whiteboard brought to an F3 Beatdown to remind the PAX of which exercises to complete.
349,Lexicon,HABIT,A regular tendency that is hard to give up.
350,Lexicon,HAPPINESS,A transitory positive feeling governed by mere external circumstance.
351,Lexicon,HAPPY CLOWNS,Those PAX who focus first on not leaving the Six behind.
352,Lexicon,HARAMBE,A symbol of hope to the Bearded Millenial.
353,Lexicon,HARD COMMIT,A PAX’ firm acknowledgement that he will Post for a pending Workout or Event. Abbr: HC.
354,Lexicon,HARDSHIP,Suffering caused by intense Adversity
355,Lexicon,HATE,Those PAX still in their 30s.
356,Lexicon,HATE HATE,Those PAX still their 20s.
357,Lexicon,HAWK,Extreme cold in the Gloom.
358,Lexicon,HC,Short for the Hard Commit.
359,Lexicon,HDHH,Short for a Hump Day Happy Hour.
360,Lexicon,HEARTSACK,A planned non-Post to engender LP9.
361,Lexicon,HEAT TAB,The star at the center of our solar system from which all life is derived. AKA: the sun.
362,Lexicon,HIGH IMPACT MAN,A Disrupter who is Committed to making forcible contact to strong effect. Abbr: HIM.
363,Lexicon,HIGH IMPACT ZONE,The place where a person’s forcible contact has the strongest effect. Abbr: HIZ.
364,Lexicon,HIM,Short for High Impact Man.
365,Lexicon,Hitting the trough,"Harbaugh nice, but too specific"
366,Lexicon,HIZ,Short for High IMPACT Zone.
367,Lexicon,Holy Ghosting,When one of the PAX fartsacks but still shows up at the AO late and does a run around the PAX while offering spouts of encouragement during their beatdown.
368,Lexicon,HONEYPOTTING,"To communicate in ways that increase confusion. (This could happen with contradicting or unclear messages.) Examples: “Count off by threes, now pair up.” “Tighten up and spread out.” “Start and the stop sign.” Etc."
369,Lexicon,HONORED,The Virtuous response to praise.
370,Lexicon,HOPE,A confident expectation of a positive future Outcome.
371,Lexicon,HOSPITAL NAME,What a PAX’ parents name him in the hospital shortly after his birth and before anyone knows the nature of the race for which he has been set out to run.
372,Lexicon,HUMBLE CHATTER,Incessant false humility expressed to lower performance expectations or otherwise confuse the PAX within earshot.
373,Lexicon,HUMP DAY HAPPY HOUR,A SecondF Event that involves adult beverages consumed on a Wednesday evening after Mammon. Abbr: HDHH.
374,Lexicon,I AM THIRD,The Q’s statement of Living Third. Abbr: IM3.
375,Lexicon,I2,Short for Individual Initiative.
376,Lexicon,ICEBERG,A major Disadvantage that threatens to render a person or Group in-Effective.
377,Lexicon,IE,Abbreviation for “in other words”.
378,Lexicon,IM,Short for Initiating Movement.
380,Lexicon,IM3,Short for I Am Third.
381,Lexicon,IMPACT,Forcible contact to strong effect. (Q2.1).
382,Lexicon,IN MEMORIAM,An F3 rememberance of a departed HIM. Abbr: IM.
383,Lexicon,IN ORDER TO,The transitional phrase between the Task and Purpose in a Mission statement. Abbr: IOT.
384,Lexicon,INCENTIVE,The means by which behavior is induced within a Group.
385,Lexicon,INCENTIVE AXIOM,"An Organization will always get dynamically more from it’s Members of that which it rewards with Carrots, and dynamically less of that which it punishes with Sticks."
386,Lexicon,INDIVIDUAL INITIATIVE,Taking action in furtherance of the Group’s Articulated Purpose without specific instructions. Abbr: I2.
387,Lexicon,INDOORSMAN,"A man who favors the look of a man who works and lives outdoors, but who mainly lives and works indoors."
388,Lexicon,INERTIA,The force that imprisons a man or Group within the Status Quo.
389,Lexicon,INFECTION,The (positive) tendency of F3 to work its way into existing Organizations.
390,Lexicon,INFECTIOUS POSITIVE ATTITUDE,The opposite of FEBA. This is actual enthusiasm and a positive attitude that leads to the lifting of the overall attitude of the Pax. The weapon of choice of the Sunshine Bazooka.
391,Lexicon,INFLUENCE,Igniting a palpable desire for Movement. (Q2.2).
392,Lexicon,INITIATING MOVEMENT,The next action taken in furtherance of a Mission. Abbr: IM.
393,Lexicon,INJURED RESERVE,An injury sufficient to justify a Fartsack. Post. Abbr: IR.
394,Lexicon,INSTITUTION,A Bullfrog.
395,Lexicon,INSTITUTIONALISM,A Bullfrog’s preference for existential continuity over the Effective accomplishment of an Articulated Purpose.
396,Lexicon,IOT,Short for In Order To.
397,Lexicon,IPA MILLENIAL,A millenial born after 1995.
398,Lexicon,IR,Short for Injured Reserve.
399,Lexicon,IRISH GOODBYE,Slinking away early from a Workout (or other Event) without telling anybody you are leaving.
400,Lexicon,IRISH TAX,A hangover.
401,Lexicon,IRON SHARPENS IRON,The method by which one man Sharpens another. Abbr: ISI.
402,Lexicon,IRONMAN (or GOING IRONMAN),"When a PAX posts in the gloom topless, wearing an F3 sticker in the center of his chest much like Ironman's Arc Reactor."
403,Lexicon,ISI,Short for Iron Sharpens Iron.
404,Lexicon,JACKASS,"A man who lives for himself, rather than Living Third."
405,Lexicon,JANSPORT,Those PAX who like to go slow and heavy. Also tend to be collectors of Gear.
406,Lexicon,JAR,Short for Joy And Rapture.
407,Lexicon,JELLY LUBE,Those PAX who finish each Exercise in a Workout first by short counting it.
408,Lexicon,JESTER,The temptation of the flesh that hinders Acceleration. (Q1.4).
409,Lexicon,JOY,A permanent state of hopeful satisfaction unaffected by external circumstance.
410,Lexicon,JOY AND RAPTURE,A sardonic observation about an undesirable Outcome. Abbr: JAR.
411,Lexicon,JUDAS,"When a PAX breaks wind during the prayer and/or DEVO, therefore betraying all other PAX."
412,Lexicon,JUDGMENT,An articulated conclusion based upon observable facts.
413,Lexicon,JUST SAYING,A sardonic post-script to a negative observation.
414,Lexicon,JUSTIFIER,The reproductive organ with which usually a male comes Equipped.
415,Lexicon,KAD,Short for Kool-Aide Drinkers.
416,Lexicon,KEVIN DURANT,A PAX who frequently strays from his home-AO to visit distant AOs.
417,Lexicon,Kick Through,"Kick Through - Start on hands and toes, like a Bear Crawl.  Lift left hand in the air, kick right foot through to the left, return to all four. Lift right hand, kick left foot through to the right, return to all four."
418,Lexicon,KIMONO,A man whose watchword is personal comfort rather than Mission accomplishment.
419,Lexicon,KING,The daily discipline of physically training the body. (Q1.2).
420,Lexicon,KING OF BIRDS,The recognition by a HIM that he is standing on the shoulders of giants. Abbr: KOB.
421,Lexicon,KING OF THE WORLD,A Faith-less man. A Jackass.
422,Lexicon,KIPER,A Fartsacker who critiques but never Q’s.
423,Lexicon,KNOCKER UPPER,A brother who takes the responsibility of waking up his fellow pax in time to post. This practice was a legitimate profession before alarm clocks were reliable (look it up).
424,Lexicon,KNOW YOUR ROLE,A reminder that you should always strive to Live Third and that you should be striving to make yourself dispensable. (i.e. It's not about you) Abbr: KYR.
425,Lexicon,KNOX ROLL,Any act or omission by a Presbyterian (or anyone with a Justifier) so weak and kittenish that it would cause John Knox to roll over in his grave and moan in despair.
426,Lexicon,KOB,Short for King Of Birds.
427,Lexicon,KOOL-AID DRINKERS,Those PAX who love F3 in all of its glorious manifestations. Abbr: KAD.
428,Lexicon,KOTTERS,"Greetings or welcome to a man who Posts to a Workout after a prolonged absence. Taken from the 1970s sitcom ""Welcome Back, Kotter."""
429,Lexicon,KYR,Short for Know Your Role.
430,Lexicon,LANGUAGE,The Lexicon of Virtuous Leadership. (F2).
431,Lexicon,LARRY BIRD,Exceeding expectations through Zeal and Resilience.
432,Lexicon,LBE,Short for Lead By Example.
433,Lexicon,LBZ,The HIM’s Habit of a daily weigh-in and FUPA-tape for Accountability.
434,Lexicon,LDP,Short for Leader Development Process.
435,Lexicon,LEAD BY EXAMPLE,A Leader’s demonstrative manifestation of the Courage of his own convictions. Abbr: LBE.
436,Lexicon,LEAD RIGHT,The Practice of Virtuous Leadership. (Q3).
437,Lexicon,LEADER,A person who Influences Movement to Advantage.
438,Lexicon,LEADERSHIP,Influencing Movement to Advantage.
439,Lexicon,LEADERSHIP DEVELOPMENT PROCESS,The process employed by a Group to develop new Leaders. Abbr: LDP. (F4).
440,Lexicon,LEADERSHIP FOUNDATION,The Virtuous Leader’s integrity of thought and action.
441,Lexicon,LEADERSHIP PRINCIPLES,Precepts of Virtuous Leadership that are both universal and timeless.
442,Lexicon,LEADERSHIP SKILLS,The capabilities of Effective Leadership.
443,Lexicon,LEADERSHIP VIRTUES,The Habits and Ethics of moral excellence.
444,Lexicon,LEAKAGE,That which emanates from the PAX during a Workout in high humidity. Particularly prevelant during a Snot Woggle.
445,Lexicon,LEAP,F3’s primary method of Planting Nomads in areas where F3 has not yet penetrated.
446,Lexicon,LEATHERNECK,The Marine Corps Mud Run in F3/COLA. A CSAUP.
